Main_Site_ID,Hospital_Type,Number_of_Program_Sites,Number_of_DSC_Certifications,Number_of_NonDSC_Certifications,System_Affiliation,Volume_Program,Accreditation_Decision,Volume_Year,Opdate_In_eapp,Org_Volume_Category,Setting,Volume_Name,Average_Daily_Census,Visits,Beds
521628, General,52,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,1333859,0
216714, General,2,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,86,31390,218
216714, General,2,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,37680,0
216714, General,2,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,37604,0
216715, Long Term Acute Care,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Long Term Acute Care Hospital,Long Term Acute Care,39,14235,110
216715, Long Term Acute Care,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,0,0
216715, Long Term Acute Care,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,1998,0
216718, Surgical,1,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,3861,0
216718, Surgical,1,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,4577,0
216718, Surgical,1,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Specialty Surgery Hospital,Surgical,5,1825,24
216720, General,3,6,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,293,106945,585
216720, General,3,6,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,69829,0
216720, General,3,6,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,148089,0
17654, General,4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,37,13505,155
17654, General,4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,11111,0
17654, General,4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,40580,0
216721, General,2,2,1,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,431,157315,797
216721, General,2,2,1,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,83732,0
216721, General,2,2,1,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,96811,0
460162, General,1,4,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,255,93075,317
460162, General,1,4,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,77778,0
460162, General,1,4,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,85571,0
297275, General,5,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,405,147825,875
297275, General,5,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Eating Disorders,4,1460,12
297275, General,5,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",10,3650,18
297275, General,5,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,20,7300,30
297275, General,5,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,69834,0
297275, General,5,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,178717,0
216725, Academic,19,0,1,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Academic,Academic,324,118260,398
216725, Academic,19,0,1,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,40813,0
216725, Academic,19,0,1,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,443572,0
23741, Children's,2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,0,0
23741, Children's,2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,49160,0
23741, Children's,2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Pediatric Specialty Hospital,Children's,16,5840,100
570435, General,1,0,0,N,HAP     ,Unaccredited,2015,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,27,9855,93
570435, General,1,0,0,N,HAP     ,Unaccredited,2015,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,24513,0
570435, General,1,0,0,N,HAP     ,Unaccredited,2015,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,49317,0
25447, General,8,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,164,59860,326
25447, General,8,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,39,14235,60
25447, General,8,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,63663,0
25447, General,8,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,118343,0
25447, General,8,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Physical Rehabilitation Hospital,Rehabilitation,18,6570,21
216728, General,1,4,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,121,44165,208
216728, General,1,4,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,28734,0
216728, General,1,4,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,44340,0
17871, Academic,14,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Academic,Academic,184,67160,394
17871, Academic,14,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,55448,0
17871, Academic,14,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,805343,0
419312, General,3,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,151,55115,350
419312, General,3,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,49714,0
419312, General,3,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,190151,0
17922, General,7,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,205,74825,480
17922, General,7,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,9,3285,12
17922, General,7,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,37954,0
17922, General,7,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,156966,0
216738, General,15,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,390,142350,674
216738, General,15,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,130827,0
216738, General,15,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,159503,0
216738, General,15,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Physical Rehabilitation Hospital,Rehabilitation,21,7665,40
128961, General,11,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,72,26280,136
128961, General,11,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,15,5475,24
128961, General,11,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,52561,0
128961, General,11,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,1159271,0
18972, General,20,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,76,27740,121
18972, General,20,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,12,4380,16
18972, General,20,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,67233,0
18972, General,20,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,1113053,0
474774, General,14,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,264,96360,436
474774, General,14,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,15,5475,20
474774, General,14,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,80190,0
474774, General,14,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,1208478,0
18032, General,2,1,1,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,237,86505,572
18032, General,2,1,1,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,35405,0
18032, General,2,1,1,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,36868,0
528095, General,2,7,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,84,30660,164
528095, General,2,7,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,6,2190,20
528095, General,2,7,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,26436,0
528095, General,2,7,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,38501,0
216746, General,6,7,1,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,536,195640,720
216746, General,6,7,1,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,132779,0
216746, General,6,7,1,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,333305,0
216747, General,4,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2018,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,143,52195,320
216747, General,4,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2018,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,18725,0
216747, General,4,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2018,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,29413,0
521630, General,50,2,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,456,166440,589
521630, General,50,2,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,128,46720,132
521630, General,50,2,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,155828,0
521630, General,50,2,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,1720181,0
608760, Children's,14,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,12,4380,18
608760, Children's,14,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,120000,0
608760, Children's,14,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,261956,0
608760, Children's,14,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Pediatric Specialty Hospital,Children's,246,89790,443
345510, General,6,2,0,N,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,27,9855,86
345510, General,6,2,0,N,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,14885,0
345510, General,6,2,0,N,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,83531,0
18178, General,1,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,48,17520,154
18178, General,1,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,33508,0
18178, General,1,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,128564,0
216754, Children's,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,0,0
216754, Children's,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,9022,0
216754, Children's,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Inpatient",Pediatric Specialty Hospital,Children's,9,3285,30
216755, Academic,44,2,1,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Academic,Academic,416,151840,644
216755, Academic,44,2,1,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,75244,0
216755, Academic,44,2,1,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,1160024,0
216756, General,3,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,110,40150,113
216756, General,3,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,52078,0
216756, General,3,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,53796,0
385234, Long Term Acute Care,2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Long Term Acute Care Hospital,Long Term Acute Care,30,10950,34
385234, Long Term Acute Care,2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,0,0
385234, Long Term Acute Care,2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,7213,0
341813, General,3,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,178,64970,302
341813, General,3,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,32256,0
341813, General,3,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,79877,0
547480,None,10,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,88,32120,181
547480,None,10,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,65940,0
547480,None,10,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,149082,0
519169, General,5,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,414,151110,1172
519169, General,5,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,4,1460,12
519169, General,5,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,101119,0
519169, General,5,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,270058,0
315213, General,2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,10,3650,96
315213, General,2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,1200,0
315213, General,2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,5537,0
216771, General,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,9,3285,116
216771, General,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,10540,0
216771, General,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,11241,0
216775, Long Term Acute Care,1,0,0,Y,HAP     ,Unaccredited,2016,N,"Volumes, Hospital, Inpatient",Long Term Acute Care Hospital,Long Term Acute Care,45,16425,86
216775, Long Term Acute Care,1,0,0,Y,HAP     ,Unaccredited,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,0,0
216775, Long Term Acute Care,1,0,0,Y,HAP     ,Unaccredited,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,0,0
216776, Academic,24,2,1,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Academic,Academic,745,271925,1034
216776, Academic,24,2,1,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,26,9490,145
216776, Academic,24,2,1,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,76336,0
216776, Academic,24,2,1,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,179238,0
216777, General,3,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,198,72270,423
216777, General,3,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,77147,0
216777, General,3,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,154126,0
216779, General,1,0,0,N,HAP     ,Accreditation Denied,2013,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,10,3650,98
216779, General,1,0,0,N,HAP     ,Accreditation Denied,2013,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,0,0
216779, General,1,0,0,N,HAP     ,Accreditation Denied,2013,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,2,0
26840, General,3,0,0,N,HAP     ,Unaccredited,2012,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,638,232870,963
26840, General,3,0,0,N,HAP     ,Unaccredited,2012,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,17,6205,20
26840, General,3,0,0,N,HAP     ,Unaccredited,2012,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,173263,0
26840, General,3,0,0,N,HAP     ,Unaccredited,2012,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,667469,0
19116, Oncology,15,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Oncology Specialty Hospital,Oncology,558,203670,690
19116, Oncology,15,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,26994,0
19116, Oncology,15,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,2137905,0
570644, General,15,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,239,87235,444
570644, General,15,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,67774,0
570644, General,15,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,379050,0
391788, General,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,53,19345,444
391788, General,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,36474,0
391788, General,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,9794,0
216786, Children's,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,0,0
216786, Children's,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,8224,0
216786, Children's,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Inpatient",Pediatric Specialty Hospital,Children's,12,4380,40
216787, Children's,21,0,1,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,143425,0
216787, Children's,21,0,1,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,2290209,0
216787, Children's,21,0,1,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Pediatric Specialty Hospital,Children's,608,221920,805
216788, Rehabilitation,8,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,0,0
216788, Rehabilitation,8,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,466824,0
216788, Rehabilitation,8,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Physical Rehabilitation Hospital,Rehabilitation,104,37960,134
216789, General,5,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,207,75555,302
216789, General,5,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,12,4380,14
