Main_Site_ID,Program,Program_Code,Hospital_Type,Survey_Event_Type,Survey_Begin_Date,Survey_End_Date,Survey_Decision,System_Affiliation,Count_NonCompliant_Standards,Count_NonCompliant_EPs,Total_Surveyor_Days,Number_of_Surveyors,Number_of_Surveyor_Class_Types,Survey_Event_ID,Survey_Event_Program_ID
235877,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,3/15/16,3/18/16,Pending                                                                                                                                                                                                                                                        ,1,27,36,11,3,3,40307423,40307422
211411,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,2/2/16,2/5/16,Pending                                                                                                                                                                                                                                                        ,1,17,21,10,3,3,40079743,40079742
211415,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,6/6/17,6/9/17,Pending                                                                                                                                                                                                                                                        ,1,22,36,14,4,5,40940097,40940096
211441,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,6/13/17,6/16/17,Pending                                                                                                                                                                                                                                                        ,1,21,31,11,4,4,41170920,41170919
23405,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,9/9/15,9/11/15,Pending                                                                                                                                                                                                                                                        ,1,16,20,10,4,3,39633321,39633320
211446,Hospital Accreditation Program,HAP     , Long Term Acute Care,Unannounced Full Event                  ,8/16/17,8/18/17,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,1,30,38,4,2,2,41326058,41326057
211453,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,12/13/16,12/16/16,Pending                                                                                                                                                                                                                                                        ,1,23,33,10,3,3,40671116,40671115
211469,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,2/10/15,2/13/15,Pending                                                                                                                                                                                                                                                        ,1,16,19,10,3,3,39391223,39391222
211469,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,12/4/17,12/7/17,Pending                                                                                                                                                                                                                                                        ,1,13,14,10,3,3,41697508,41697507
521379,Hospital Accreditation Program,HAP     , General,Initial Unannounced Full Event          ,10/14/15,10/16/15,Pending                                                                                                                                                                                                                                                        ,1,11,15,8,3,3,40087304,40087303
211471,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,11/3/15,11/6/15,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,1,18,33,10,4,3,39788574,39788573
427440,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,2/16/16,2/19/16,Pending                                                                                                                                                                                                                                                        ,1,22,28,14,4,5,40012785,40012784
211478,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,7/7/15,7/10/15,Pending                                                                                                                                                                                                                                                        ,1,10,13,12,5,5,39325439,39325438
211480,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,2/17/16,2/19/16,Pending                                                                                                                                                                                                                                                        ,0,22,27,5,2,2,40309162,40309161
211485,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,10/19/16,10/21/16,Pending                                                                                                                                                                                                                                                        ,0,7,8,12,5,3,40527867,40527866
211508,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,4/11/17,4/14/17,Pending                                                                                                                                                                                                                                                        ,1,29,37,14,4,3,41066290,41066289
211512,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,5/9/17,5/12/17,Pending                                                                                                                                                                                                                                                        ,0,17,24,12,4,3,41102617,41102616
211525,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,10/24/16,10/25/16,Pending                                                                                                                                                                                                                                                        ,0,14,16,6,3,3,41068821,41068820
211543,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,4/10/17,4/12/17,Pending                                                                                                                                                                                                                                                        ,0,19,21,9,3,2,41107370,41107369
211546,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,2/27/17,3/3/17,Pending                                                                                                                                                                                                                                                        ,0,26,42,18,4,3,41063575,41063574
18679,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,2/8/16,2/10/16,Pending                                                                                                                                                                                                                                                        ,0,17,24,8,3,3,40196932,40196931
19361,Hospital Accreditation Program,HAP     , Long Term Acute Care,Unannounced Full Event                  ,9/19/17,9/22/17,Preliminary Denial of Accreditation                                                                                                                                                                                                                            ,0,25,31,15,4,4,41612889,41612888
211597,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,6/5/17,6/7/17,Pending                                                                                                                                                                                                                                                        ,1,18,30,8,3,2,41366185,41366184
396119,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,9/14/15,9/17/15,Pending                                                                                                                                                                                                                                                        ,1,17,19,8,3,3,39704299,39704298
211607,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,8/24/15,8/26/15,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,1,26,37,9,4,4,39628344,39628343
33196,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,2/28/17,3/2/17,Pending                                                                                                                                                                                                                                                        ,1,13,14,7,3,2,40833554,40833553
211613,Hospital Accreditation Program,HAP     , Long Term Acute Care,Unannounced Full Event                  ,3/17/15,3/27/15,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,1,26,35,11,3,3,39749423,39749422
211622,Critical Access Hospital Accreditation Program,CAH     , Acute Care,Unannounced Full Event                  ,8/3/15,8/5/15,Pending                                                                                                                                                                                                                                                        ,0,14,18,4,2,2,39898958,39898959
211625,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,12/7/15,12/11/15,Pending                                                                                                                                                                                                                                                        ,0,12,14,16,4,5,39932624,39932623
26710,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,2/2/16,2/4/16,Pending                                                                                                                                                                                                                                                        ,1,9,9,7,3,2,40054149,40054148
20781,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,4/19/16,4/22/16,Pending                                                                                                                                                                                                                                                        ,1,18,19,19,6,5,40239917,40239916
26880,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,12/1/15,12/4/15,Pending                                                                                                                                                                                                                                                        ,1,9,9,6,3,3,40266898,40266899
17331,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,6/13/16,6/17/16,Pending                                                                                                                                                                                                                                                        ,1,10,11,11,3,5,40297816,40297815
211638,Hospital Accreditation Program,HAP     , Rehabilitation,Unannounced Full Event                  ,6/23/16,6/24/16,Pending                                                                                                                                                                                                                                                        ,1,13,18,6,3,3,40400651,40400650
26630,Hospital Accreditation Program,HAP     , Academic,Unannounced Full Event                  ,2/6/17,2/10/17,Pending                                                                                                                                                                                                                                                        ,1,25,36,29,7,6,40792627,40792626
390254,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,2/23/16,2/26/16,Pending                                                                                                                                                                                                                                                        ,1,21,24,19,6,7,40210243,40210242
211649,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,11/9/15,11/13/15,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,1,36,41,20,6,6,39807577,39807576
213007,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,6/5/17,6/7/17,Pending                                                                                                                                                                                                                                                        ,0,20,28,4,2,2,41230339,41230340
213009,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,9/18/17,9/20/17,Pending                                                                                                                                                                                                                                                        ,1,17,22,11,4,5,41349195,41349194
524421,Critical Access Hospital Accreditation Program,CAH     ," Acute Care, Swing Beds",Unannounced Full Event                  ,11/16/15,11/19/15,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,0,17,23,4,2,2,40077171,40077172
17990,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,5/24/16,5/27/16,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,1,31,38,21,6,5,40585357,40585356
19081,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,3/21/16,3/25/16,Pending                                                                                                                                                                                                                                                        ,0,16,22,19,5,6,40038953,40038952
579880,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,2/1/16,2/3/16,Pending                                                                                                                                                                                                                                                        ,0,12,12,5,2,2,40329823,40329822
213046,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,11/14/16,11/17/16,Pending                                                                                                                                                                                                                                                        ,0,31,43,18,5,5,40916770,40916769
18153,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,4/14/15,4/15/15,Pending                                                                                                                                                                                                                                                        ,1,5,5,4,2,2,39376714,39376713
383895,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,2/17/16,2/19/16,Pending                                                                                                                                                                                                                                                        ,1,29,40,11,4,4,40087439,40087438
24131,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,3/24/15,3/26/15,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,1,25,32,8,3,3,39443562,39443561
24131,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,12/5/17,12/7/17,Pending                                                                                                                                                                                                                                                        ,1,24,29,8,3,3,41690147,41690146
213080,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,1/5/16,1/8/16,Pending                                                                                                                                                                                                                                                        ,0,23,32,14,4,3,40296376,40296375
190924,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,5/16/16,5/19/16,Pending                                                                                                                                                                                                                                                        ,1,12,13,9,3,4,40225155,40225154
213110,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,12/22/16,12/23/16,Pending                                                                                                                                                                                                                                                        ,1,7,9,4,2,2,41001845,41001844
213112,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,6/24/15,6/25/15,Pending                                                                                                                                                                                                                                                        ,0,10,10,6,3,3,39605415,39605414
213113,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,8/15/17,8/18/17,Pending                                                                                                                                                                                                                                                        ,1,32,54,19,5,6,41376872,41376873
213147,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,1/12/16,1/15/16,Pending                                                                                                                                                                                                                                                        ,0,18,23,23,7,6,40153978,40153977
213148,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,3/3/16,3/4/16,Pending                                                                                                                                                                                                                                                        ,0,11,14,4,2,2,40085258,40085257
21948,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,1/18/17,1/20/17,Pending                                                                                                                                                                                                                                                        ,1,14,14,9,4,4,40724794,40724793
492108,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,12/1/15,12/4/15,Pending                                                                                                                                                                                                                                                        ,1,30,36,15,5,5,40000303,40000302
213165,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,12/1/15,12/2/15,Pending                                                                                                                                                                                                                                                        ,1,9,11,4,2,2,39817514,39817513
213169,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,10/14/15,10/16/15,Pending                                                                                                                                                                                                                                                        ,1,13,14,8,3,3,39792159,39792158
213186,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,7/26/16,7/29/16,Pending                                                                                                                                                                                                                                                        ,1,13,20,10,3,3,40364533,40364532
213203,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,6/1/17,6/2/17,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,0,32,47,6,3,3,41053975,41053974
19124,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,6/29/16,7/1/16,Pending                                                                                                                                                                                                                                                        ,1,12,12,7,3,4,40475955,40475954
213221,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,5/22/17,5/24/17,Pending                                                                                                                                                                                                                                                        ,0,26,40,8,3,3,41177096,41177095
19172,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,1/23/17,1/27/17,Pending                                                                                                                                                                                                                                                        ,1,32,37,26,6,6,40910581,40910580
213237,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,8/3/15,8/6/15,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,1,21,28,8,3,3,39489771,39489770
18915,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,8/11/15,8/13/15,Pending                                                                                                                                                                                                                                                        ,1,16,16,5,2,2,39563871,39563870
19351,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,11/10/16,11/11/16,Pending                                                                                                                                                                                                                                                        ,1,13,17,6,3,3,40792964,40792963
17099,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,2/17/16,2/19/16,Pending                                                                                                                                                                                                                                                        ,1,16,18,11,4,4,40027833,40027832
18785,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,6/2/15,6/3/15,Pending                                                                                                                                                                                                                                                        ,0,9,10,6,3,3,39566325,39566326
18785,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,4/4/17,4/6/17,Preliminary Denial of Accreditation                                                                                                                                                                                                                            ,0,41,59,5,2,3,41390856,41390857
213267,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,12/7/15,12/11/15,Pending                                                                                                                                                                                                                                                        ,0,16,18,16,5,6,40005180,40005179
213272,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,3/23/17,3/24/17,Pending                                                                                                                                                                                                                                                        ,1,15,16,4,2,2,41013427,41013428
#N/A,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,8/14/17,8/15/17,Pending                                                                                                                                                                                                                                                        ,1,16,27,4,2,2,41425761,41425760
18887,Hospital Accreditation Program,HAP     , Long Term Acute Care,Unannounced Full Event                  ,3/10/15,3/12/15,Pending                                                                                                                                                                                                                                                        ,1,3,4,5,2,2,39318589,39318588
213307,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,2/28/17,3/2/17,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,0,25,30,8,3,3,41281080,41281079
213315,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,7/7/15,7/10/15,Pending                                                                                                                                                                                                                                                        ,1,23,31,12,4,4,39886170,39886169
19020,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,7/28/15,7/31/15,Preliminary Denial of Accreditation                                                                                                                                                                                                                            ,1,21,27,8,3,3,39886317,39886316
213325,Critical Access Hospital Accreditation Program,CAH     , Acute Care,Unannounced Full Event                  ,2/25/15,2/27/15,Accreditation with Full Standards Compliance                                                                                                                                                                                                                   ,1,0,0,5,2,2,39320578,39320577
18853,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,11/2/15,11/4/15,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,1,27,35,5,2,3,39809151,39809152
453948,Hospital Accreditation Program,HAP     , Psychiatric,Unannounced Full Event                  ,5/17/16,5/20/16,Pending                                                                                                                                                                                                                                                        ,0,6,7,14,4,2,40268411,40268410
213329,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,8/3/15,8/7/15,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,0,29,35,19,5,6,39985723,39985722
19052,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,2/17/16,2/19/16,Pending                                                                                                                                                                                                                                                        ,0,12,14,11,4,4,40363212,40363211
521448,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,8/18/15,8/21/15,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,0,24,30,12,4,4,39998369,39998368
18939,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,8/10/15,8/11/15,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,0,16,22,4,2,2,39635918,39635917
18939,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,10/18/17,10/20/17,Pending                                                                                                                                                                                                                                                        ,0,21,30,5,2,2,41747544,41747545
19102,Critical Access Hospital Accreditation Program,CAH     ," Swing Beds, Acute Care",Unannounced Full Event                  ,5/19/15,5/20/15,Pending                                                                                                                                                                                                                                                        ,0,11,14,6,3,3,39700653,39700654
213377,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,5/18/15,5/22/15,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,0,12,15,11,4,5,39464222,39464221
24113,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,4/28/15,5/1/15,Pending                                                                                                                                                                                                                                                        ,0,17,24,8,3,3,39334114,39334113
26881,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,10/20/15,10/23/15,Pending                                                                                                                                                                                                                                                        ,1,14,17,19,6,6,39622402,39622401
213394,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,1/23/17,1/27/17,Pending                                                                                                                                                                                                                                                        ,1,21,32,12,3,5,40924440,40924439
213407,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,9/20/16,9/23/16,Pending                                                                                                                                                                                                                                                        ,1,17,20,18,5,5,40471336,40471335
18826,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,6/21/16,6/24/16,Pending                                                                                                                                                                                                                                                        ,1,12,17,13,5,5,40306652,40306651
213418,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,1/18/17,1/19/17,Pending                                                                                                                                                                                                                                                        ,1,12,13,6,3,3,40913772,40913771
213421,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,8/16/16,8/19/16,Pending                                                                                                                                                                                                                                                        ,1,15,19,16,5,5,40436413,40436412
18900,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,3/13/17,3/17/17,Pending                                                                                                                                                                                                                                                        ,1,26,35,20,5,5,40923956,40923955
213424,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,8/7/17,8/11/17,Pending                                                                                                                                                                                                                                                        ,1,25,42,23,6,6,40983083,40983082
213427,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,8/15/17,8/18/17,Pending                                                                                                                                                                                                                                                        ,1,15,20,14,4,4,41241617,41241616
18757,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,6/1/16,6/3/16,Pending                                                                                                                                                                                                                                                        ,0,9,10,5,2,2,40317153,40317152
421398,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,8/25/15,8/27/15,Pending                                                                                                                                                                                                                                                        ,1,11,12,8,3,3,39623202,39623201
213444,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,3/7/16,3/11/16,Pending                                                                                                                                                                                                                                                        ,1,19,25,22,5,6,40134349,40134348
213448,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,7/18/17,7/21/17,Pending                                                                                                                                                                                                                                                        ,1,19,21,14,4,5,41245750,41245749
213452,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,8/3/15,8/7/15,Pending                                                                                                                                                                                                                                                        ,1,4,4,20,5,5,39594315,39594314
24279,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,2/9/16,2/12/16,Pending                                                                                                                                                                                                                                                        ,1,11,12,6,2,2,40224419,40224418
19205,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,7/11/17,7/14/17,Pending                                                                                                                                                                                                                                                        ,0,23,25,10,3,3,41457238,41457237
213460,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,1/31/17,2/3/17,Pending                                                                                                                                                                                                                                                        ,1,22,30,21,6,5,40834609,40834608
213463,Hospital Accreditation Program,HAP     , Teaching,Unannounced Full Event                  ,8/17/15,8/21/15,Pending                                                                                                                                                                                                                                                        ,1,18,22,18,5,7,39580013,39580012
213464,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,8/18/15,8/21/15,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,0,17,24,14,4,5,39645771,39645770
501659,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,10/31/16,11/4/16,Pending                                                                                                                                                                                                                                                        ,1,19,22,20,5,5,40479529,40479528
213493,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,11/7/16,11/10/16,Accreditation with Follow-up Survey                                                                                                                                                                                                                            ,1,24,27,14,5,5,40636607,40636606
19025,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,5/26/15,5/29/15,Pending                                                                                                                                                                                                                                                        ,0,20,23,13,5,6,39475343,39475342
19235,Hospital Accreditation Program,HAP     , General,Unannounced Full Event                  ,2/1/16,2/5/16,Pending                                                                                                                                                                                                                                                        ,1,12,17,18,5,6,40048098,40048097
